source,current_name,module,kind,parameters
python,fit_bifactor_grm_fipc,fast_mlsirm.bifactor_grm,function,"responses, specific_map, n_cat, n_specific, anchor, fixed_a_general, fixed_a_specific, fixed_threshold, q_general=21, q_specific=11, max_iter=500, tol=1e-06, newton_iter=10, ridge=1e-08, estimate_specific_vars=False"
python,BifactorMultigroupFit,fast_mlsirm.bifactor_multigroup,class,"a_general, a_specific, threshold, general_mean, general_sd, specific_sd, theta_g_eap, theta_g_sd, group_category_counts, n_cat, n_specific, n_groups, loglik_trace, n_iter, converged, termination_reason, final_loglik_change, best_start, n_parameters"
python,fit_bifactor_grm_multigroup,fast_mlsirm.bifactor_multigroup,function,"responses, group, specific_map, n_cat, n_specific, anchor_mask=None, q_general, q_specific, max_iter=500, tol=1e-06, n_starts=1, seed=11400714819323198485, estimate_specific_vars=False, device='cpu'"
python,bifactor_lord_wingersky,fast_mlsirm.bifactor_recursion,function,"a_general, a_specific, thresholds, item_domains, n_cat, n_domains, theta_general, theta_specific, weights_specific"
python,direct_enumeration_bifactor,fast_mlsirm.bifactor_recursion,function,"a_general, a_specific, thresholds, item_domains, n_cat, n_domains, theta_general, theta_specific, weights_specific"
python,BifactorScoreabilityResult,fast_mlsirm.bifactor_scoreability,class,"factor_item_counts, is_strict_bifactor, puc, ecv_ss, ecv_sg, ecv_gs, item_ecv, omega_total, omega_hierarchical, construct_replicability"
python,bifactor_scoreability,fast_mlsirm.bifactor_scoreability,function,"loadings, uniquenesses, general_factor=0, zero_tolerance=0.0"
python,bifactor_scoreability_from_logit_slopes,fast_mlsirm.bifactor_scoreability,function,"logit_slopes, general_factor=0, zero_tolerance=0.0"
python,AbilityEstimate,fast_mlsirm.cat,class,"theta, se, method, finite"
python,AdaptiveTestResult,fast_mlsirm.cat,class,"administered, responses, theta, se, theta_trace=<factory>, se_trace=<factory>, n_items=0, stop_reason='', method='eap'"
python,administer_adaptive_test,fast_mlsirm.cat,function,"bank, factor_id, respond, model='MLS2PLM', ability_method='eap', prior_mean=0.0, prior_sd=1.0, max_items=None, se_threshold=None, min_items=1, n_quad=41, quad_range=6.0"
python,estimate_ability_eap,fast_mlsirm.cat,function,"bank, factor_id, administered, responses, model='MLS2PLM', prior_mean=0.0, prior_sd=1.0, n_quad=41, quad_range=6.0"
python,estimate_ability_mle,fast_mlsirm.cat,function,"bank, factor_id, administered, responses, model='MLS2PLM', start=None, max_iter=50, tol=1e-06, bound=6.0"
python,select_max_information_item,fast_mlsirm.cat,function,"bank, factor_id, theta, administered=None, model='MLS2PLM'"
python,simulate_adaptive_test,fast_mlsirm.cat,function,"bank, factor_id, true_theta, model='MLS2PLM', seed=0, ability_method='eap', prior_mean=0.0, prior_sd=1.0, max_items=None, se_threshold=None, min_items=1, n_quad=41, quad_range=6.0"
python,CdmFit,fast_mlsirm.cdm,class,"model, slip, guess, profile_prob, map_profile, attr_prob, loglik_trace, n_iter, converged, n_parameters"
python,GdinaFit,fast_mlsirm.cdm,class,"item_off, item_prob, item_delta, k_required, profile_prob, map_profile, attr_prob, loglik_trace, n_iter, converged, n_parameters"
python,HoCdmFit,fast_mlsirm.cdm,class,"model, slip, guess, attr_slope, attr_intercept, profile_prob, theta, map_profile, attr_prob, loglik_trace, n_iter, converged, max_iter, termination_reason, final_loglik_change, stopping_tolerance, n_parameters"
python,HoGdinaFit,fast_mlsirm.cdm,class,"item_off, item_prob, item_delta, k_required, attr_slope, attr_intercept, profile_prob, theta, map_profile, attr_prob, loglik_trace, n_iter, converged, termination_reason, final_loglik_change, final_relative_loglik_change, stopping_tolerance, n_parameters"
python,QMatrixValidation,fast_mlsirm.cdm,class,"suggested_q, suggested_pvaf, provisional_pvaf, flagged, epsilon, calibration_n_iter, calibration_max_iter, calibration_termination_reason, calibration_final_loglik_change, calibration_tol"
python,SeqGdinaFit,fast_mlsirm.cdm,class,"s_off, step_prob, cat_off, cat_prob, max_cat, k_required, profile_prob, map_profile, attr_prob, loglik_trace, n_iter, converged, termination_reason, final_loglik_change, final_relative_loglik_change, stopping_tolerance, n_parameters"
python,SeqGdinaQrFit,fast_mlsirm.cdm,class,"step_off, spo, step_prob, step_kq, cat_off, cat_prob, max_cat, union_k, profile_prob, map_profile, attr_prob, loglik_trace, n_iter, converged, termination_reason, final_loglik_change, final_relative_loglik_change, stopping_tolerance, n_parameters"
python,WaldModelSelection,fast_mlsirm.cdm,class,"models, wald_stat, wald_df, p_value, selected, alpha"
python,fit_cdm,fast_mlsirm.cdm,function,"responses, q_matrix, model='dina', max_iter=500, tol=1e-06"
python,fit_gdina,fast_mlsirm.cdm,function,"responses, q_matrix, max_iter=500, tol=1e-06"
python,fit_ho_cdm,fast_mlsirm.cdm,function,"responses, q_matrix, model='dina', max_iter=500, tol=1e-06"
python,fit_ho_gdina,fast_mlsirm.cdm,function,"responses, q_matrix, max_iter=500, tol=1e-06"
python,fit_seq_gdina,fast_mlsirm.cdm,function,"responses, q_matrix, max_iter=500, tol=1e-06"
python,fit_seq_gdina_qr,fast_mlsirm.cdm,function,"responses, step_q, n_steps, max_iter=500, tol=1e-06"
python,gdina_wald_selection,fast_mlsirm.cdm,function,"responses, q_matrix, alpha=0.05, max_iter=500, tol=1e-06"
python,validate_q_matrix,fast_mlsirm.cdm,function,"responses, provisional_q, epsilon=0.95, max_iter=500, tol=1e-06"
python,ClassificationResult,fast_mlsirm.classification,class,"per_cut_accuracy, per_cut_consistency, simultaneous_accuracy, simultaneous_consistency, conditional_accuracy, conditional_consistency, conditional_simultaneous_accuracy, conditional_simultaneous_consistency"
python,HansonBrennanResult,fast_mlsirm.classification,class,"lords_k, true_score_moments, lower, upper, alpha, beta, used_two_parameter, p_tp, p_fp, p_tf, p_ff, accuracy, sensitivity, specificity, p_ii, p_ij, p_ji, p_jj, consistency, chance_consistency, kappa"
python,LivingstonLewisResult,fast_mlsirm.classification,class,"effective_test_length, etl_rounded, lower, upper, alpha, beta, used_two_parameter, p_tp, p_fp, p_tf, p_ff, accuracy, sensitivity, specificity, p_ii, p_ij, p_ji, p_jj, consistency, chance_consistency, kappa"
python,LivingstonResult,fast_mlsirm.classification,class,"mean, var, msd, k2"
python,SubkoviakResult,fast_mlsirm.classification,class,"alpha, p_hat, per_person, agreement, chance_agreement, kappa"
python,WoodruffSawyerResult,fast_mlsirm.classification,class,"pass_rate, phi_half, theta_half, phi, theta, pi00, pi01, pi11"
python,hanson_brennan,fast_mlsirm.classification,function,"scores, n_items, reliability, cut, two_parameter=False"
python,hanson_brennan_from_params,fast_mlsirm.classification,function,"n_items, lords_k, lower, upper, alpha, beta, cut"
python,lee_classification,fast_mlsirm.classification,function,"probs, cutscores, weights=None"
python,livingston_correlation,fast_mlsirm.classification,function,"x, y, cut_x, cut_y"
python,livingston_k2,fast_mlsirm.classification,function,"scores, cut, reliability, n_lengths=(1.0,)"
python,livingston_lewis,fast_mlsirm.classification,function,"scores, reliability, min_score, max_score, cut"
python,rudner_classification,fast_mlsirm.classification,function,"theta, sem, cutscores, weights=None"
python,subkoviak_agreement,fast_mlsirm.classification,function,"scores, n_items, cuts, alpha=None"
python,woodruff_sawyer_normal,fast_mlsirm.classification,function,"mean, sd, cut, r_half"
python,woodruff_sawyer_sb,fast_mlsirm.classification,function,counts
python,main,fast_mlsirm.cli,function,argv=None
python,FitConfig,fast_mlsirm.config,class,"model='MLS2PLM', latent_dim=2, optimizer='adam_lbfgs', estimator='jmle', max_iter=1000, n_restarts=5, learning_rate=0.01, seed=1, eps_distance=1e-08, init_gamma=1.0, tolerance=1e-06, gradient_clip=100.0, lbfgs_history=10, verbose=0, backend='auto', rust_device='auto', penalty=PenaltyConfig(lambda_theta=0.01, lambda_xi=0.01, lambda_zeta=0.01, lambda_b=0.001, lambda_alpha=0.001, lambda_tau=0.001, mu_alpha=0.0, mu_tau=0.0), q_theta=21, q_xi=11, q_u=15, m_steps=4, xi_rule='gh', xi_points=256, xi_seed=0, zero_inflation=False"
python,MLS2PLMConfig,fast_mlsirm.config,class,"n_persons=500, n_dims=2, items_per_dim=8, latent_dim=2, phi=0.3, gamma=1.5, seed=1, dtype='float64'"
python,PenaltyConfig,fast_mlsirm.config,class,"lambda_theta=0.01, lambda_xi=0.01, lambda_zeta=0.01, lambda_b=0.001, lambda_alpha=0.001, lambda_tau=0.001, mu_alpha=0.0, mu_tau=0.0"
python,CrmFit,fast_mlsirm.crm,class,"slope, intercept, resid_sd, discrimination, difficulty, theta, loglik_trace, n_iter, converged, n_parameters, termination_reason='unknown', final_delta=nan, stopping_tolerance=nan"
python,fit_crm,fast_mlsirm.crm,function,"responses, q_theta=41, max_iter=500, tol=1e-06"
python,ComparisonEngine,fast_mlsirm.cross_engine_conformance,class,"engine_id, engine_version, source_reference, license_classification"
python,ConformanceCapability,fast_mlsirm.cross_engine_conformance,class,"capability_id, public_entrypoint, estimand, likelihood_family, parameterization, identification, comparison_scope, coverage_status, evidence, schema_version='1.0'"
python,ConformanceCoverageStatus,fast_mlsirm.cross_engine_conformance,class,*values
python,ConformanceEnvironmentKind,fast_mlsirm.cross_engine_conformance,class,*values
python,ConformanceEvidence,fast_mlsirm.cross_engine_conformance,class,"evidence_id, engine, layer, execution_status, parameter_mapping_version, parameter_mapping_sha256, fixture_sha256, environment_sha256, artifact_sha256=None, limitation=None"
python,ConformanceExecutionStatus,fast_mlsirm.cross_engine_conformance,class,*values
python,ConformanceInventory,fast_mlsirm.cross_engine_conformance,class,"package_version, source_commit, capabilities, schema_version='1.0', run_provenance=None"
python,ConformanceLayer,fast_mlsirm.cross_engine_conformance,class,*values
python,ConformanceRedistributionStatus,fast_mlsirm.cross_engine_conformance,class,*values
python,ConformanceRunProvenance,fast_mlsirm.cross_engine_conformance,class,"harness_commit, environment_sha256, environment_kind, operating_system, architecture, rng_algorithm, rng_seeds, mapping_schema_version, mapping_sha256, model_configuration_sha256, convergence_controls_sha256, tolerance_sha256, tolerance_rationale, raw_output_sha256, normalized_output_sha256, license_classification, redistribution_status"
python,render_conformance_long_form_json,fast_mlsirm.cross_engine_report,function,manifest_json
python,render_conformance_report,fast_mlsirm.cross_engine_report,function,manifest_json
python,DeltaPlotResult,fast_mlsirm.deltaplot,class,"props, adj_props, deltas, dist, axis_par, thresholds, dif_items, n_iter, converged"
python,delta_plot,fast_mlsirm.deltaplot,function,"responses, group, threshold='norm', alpha=0.05, fixed_threshold=1.5, extreme='constraint', const_range=(0.001, 0.999), nr_add=1, purify=None, max_iter=10"
python,DetectResult,fast_mlsirm.detect,class,"detect, assi, ratio, madcov100, mcov100, n_pairs, pair_i, pair_j, ccov"
python,DimtestResult,fast_mlsirm.detect,class,"t, t_l, t_b, p_value, groups_used, n_discarded, retained_pt_scores"
python,detect_analysis,fast_mlsirm.detect,function,"responses, cluster"
python,dimtest,fast_mlsirm.detect,function,"responses, at1, at2"
python,align_latent_space,fast_mlsirm.diagnostics,function,"true_xi, true_zeta, est_xi, est_zeta, method='procrustes'"
python,dimensionality_diagnostics,fast_mlsirm.diagnostics,function,"responses, factor_id, latent_dims, config=None, mask=None, model='MLS2PLM', k_folds=5, seed=1, eps=1e-12, require_experiment_readiness=False"
python,fit_diagnostics,fast_mlsirm.diagnostics,function,"responses, params, factor_id, mask=None, model='MLS2PLM', parameter_count=None, eps=1e-12, group_id=None, cluster_id=None, include_m2=False, m2_q_theta=21, m2_q_u=11, m2_q_xi=11, estimator=None, population=None, convergence_status=None"
python,fixed_item_calibration_diagnostics,fast_mlsirm.diagnostics,function,"responses, candidate_probabilities, fixed_items=None, mask=None, item_type='polytomous', response_process='cumulative', itemfit_penalty_weight=1.0, eps=1e-12"
python,predict_proba,fast_mlsirm.diagnostics,function,"params, factor_id, persons=None, items=None, model='MLS2PLM'"
python,recovery_report,fast_mlsirm.diagnostics,function,"truth, estimate, align=True"
python,response_process_dimensionality_diagnostics,fast_mlsirm.diagnostics,function,"responses, candidate_probabilities, mask=None, item_type='polytomous', response_process='cumulative', eps=1e-12"
python,response_process_fit_diagnostics,fast_mlsirm.diagnostics,function,"responses, probabilities, mask=None, item_type='polytomous', response_process='cumulative', eps=1e-12, group_id=None, cluster_id=None"
python,breslow_day_dif,fast_mlsirm.dif,function,"responses, group, exclude_studied_item=False, fdr_q=0.05"
python,gmh_dif,fast_mlsirm.dif,function,"responses, group"
python,logistic_dif,fast_mlsirm.dif,function,"responses, group, exclude_studied_item=False, fdr_q=0.05, max_iter=50"
python,logistic_dif_purified,fast_mlsirm.dif,function,"responses, group, exclude_studied_item=False, fdr_q=0.05, max_iter=50, max_rounds=3, min_anchor_items=4"
python,mantel_haenszel_dif,fast_mlsirm.dif,function,"responses, group, exclude_studied_item=False, fdr_q=0.05"
python,mantel_haenszel_dif_purified,fast_mlsirm.dif,function,"responses, group, exclude_studied_item=False, fdr_q=0.05, max_rounds=3, min_anchor_items=4"
python,mantel_smd_dif,fast_mlsirm.dif,function,"responses, group"
python,raju_area,fast_mlsirm.dif,function,"a_ref, b_ref, se_a_ref, se_b_ref, cov_ab_ref, a_foc, b_foc, se_a_foc, se_b_foc, cov_ab_foc, guess=None, signed=False, alpha=0.05"
python,sibtest,fast_mlsirm.dif,function,"responses, group, fdr_q=0.05, j_min=5"
python,EbDifResult,fast_mlsirm.ebdif,class,"mu, tau2, tau2_raw, weight, post_mean, post_var, cat_probs"
python,eb_mh_dif,fast_mlsirm.ebdif,function,"mh, se"
python,CircleArcResult,fast_mlsirm.equating,class,"equated, xc, yc, r2, collinear, middle, method"
python,EquateResult,fast_mlsirm.equating,class,"x_scores, y_equivalents, method, design, moments, slope, intercept, n_x, n_y, h_x=nan, h_y=nan"
python,circle_arc_equate,fast_mlsirm.equating,function,"scores, low, middle, high, method='arc2'"
python,circle_arc_middle_anchor,fast_mlsirm.equating,function,"m_xa, m_va, m_yb, s_yb, m_vb, s_vb"
python,composite_linking,fast_mlsirm.equating,function,"tables, weights, slopes=None, p=1.0"
python,equate_neat,fast_mlsirm.equating,function,"x_total, x_anchor, y_total, y_anchor, method='chained', k_x=None, k_y=None, k_v=None, w1=0.5"
python,equate_neat_linear,fast_mlsirm.equating,function,"x_total, x_anchor, y_total, y_anchor, method='tucker', anchor_kind='internal', k_x=None, k_y=None, w1=0.5"
python,equate_observed_scores,fast_mlsirm.equating,function,"x_scores, y_scores, method='equipercentile', k_x=None, k_y=None"
python,equate_observed_scores_kernel,fast_mlsirm.equating,function,"x_scores, y_scores, continuization='gaussian', k_x=None, k_y=None, smooth_x=None, smooth_y=None, bandwidth_x=None, bandwidth_y=None"
python,equating_standard_errors,fast_mlsirm.equating,function,"x_scores, y_scores, method='equipercentile', route='bootstrap', k_x=None, k_y=None, n_boot=1000, ci_level=0.95, seed=0"
python,loglinear_smooth,fast_mlsirm.equating,function,"counts, degree=6"
python,nominal_weights_mean_equate,fast_mlsirm.equating,function,"x_total, x_anchor, y_total, y_anchor, k_x, k_y, k_v, w1=0.5"
python,category_logprobs,fast_mlsirm.estimators.marginal,function,"base, scores, intercepts"
python,fit_gpcm_numpy,fast_mlsirm.estimators.marginal,function,"y, n_cat, q_theta=21, max_iter=80, tol=1e-06"
python,fit_marginal_numpy,fast_mlsirm.estimators.marginal,function,"y, observed, factor_id, model='MLS2PLM', n_dims=None, latent_dim=2, pop=None, q_theta=21, q_xi=11, q_u=15, max_iter=200, tol=1e-05, m_steps=4, init_zeta_radius=0.5, init_sigma_u=0.3, eps_distance=1e-08, penalty=None, xi_rule='gh', xi_points=256, xi_seed=0, anchors=None, zero_inflation=False, covariate=None"
python,gpcm_node_gradient,fast_mlsirm.estimators.marginal,function,"base, scores, intercepts, counts"
python,grm_category_logprobs,fast_mlsirm.estimators.marginal,function,"base, thresholds"
python,score_eap,fast_mlsirm.estimators.marginal,function,"y, observed, factor_id, alpha, b, zeta, tau, model='MLS2PLM', n_dims=None, q_theta=21, q_xi=11, eps_distance=1e-08"
python,fit_mmle_2pl,fast_mlsirm.estimators.mmle,function,"y, observed, n_nodes=41, max_iter=500, tol=1e-06, ridge_a=0.001, ridge_b=0.001, seed=1"
python,gauss_hermite_nodes,fast_mlsirm.estimators.mmle,function,n_nodes
python,AStratifiedResult,fast_mlsirm.exposure,class,"exposure, max_exposure, stratum, stage_lengths, theta_rmse, theta_bias"
python,SympsonHetterResult,fast_mlsirm.exposure,class,"k, exposure, selection, max_exposure, n_iter, converged, history_max_exposure"
python,a_stratified,fast_mlsirm.exposure,function,"a, b, c=None, n_strata=4, test_length=20, n_simulees=1000, seed=20250724, q_theta=41"
python,ccat_select,fast_mlsirm.exposure,function,"a, b, c=None, groups, targets, administered, theta0"
python,ci_classify,fast_mlsirm.exposure,function,"a, b, c=None, responses, theta_cut, z_crit"
python,epv_select,fast_mlsirm.exposure,function,"a, b, c=None, administered, mu, sig2"
python,flexilevel_administer,fast_mlsirm.exposure,function,"responses, n_persons, n_items"
python,flexilevel_score_distribution,fast_mlsirm.exposure,function,p
python,kl_information,fast_mlsirm.exposure,function,"a, b, c=None, theta0, delta"
python,kl_select,fast_mlsirm.exposure,function,"a, b, c=None, administered, theta0, n_administered, r=3.0"
python,owen_cat,fast_mlsirm.exposure,function,"a, b, c=None, responses, mu0=0.0, sig2_0=1.0, test_length, sig2_stop=None"
python,owen_update,fast_mlsirm.exposure,function,"a, b, c=0.0, correct, mu, sig2"
python,pyramidal_administer,fast_mlsirm.exposure,function,"b, n_stages, u, b_next=None"
python,sprt_classify,fast_mlsirm.exposure,function,"a, b, c=None, responses, theta_cut, delta, alpha=0.05, beta=0.05"
python,stradaptive_administer,fast_mlsirm.exposure,function,"stratum, difficulty, responses, entry_stratum, chance, min_items=5, max_items=40"
python,sympson_hetter,fast_mlsirm.exposure,function,"a, b, c=None, r_max=0.25, test_length=20, n_simulees=1000, max_iter=20, tol=0.02, seed=20250724, q_theta=41"
python,two_stage_route,fast_mlsirm.exposure,function,"x1, m1, a1, b1, b_meas, c"
python,two_stage_score,fast_mlsirm.exposure,function,"x1, m1, a1, b1, x2, m2, administered, a_meas, b_meas, c"
python,EvidenceClass,fast_mlsirm.external_validation,class,*values
python,EvidenceStatus,fast_mlsirm.external_validation,class,*values
python,ExternalValidationProfile,fast_mlsirm.external_validation,class,"validation_profile_id, construct, score_interpretation, population, setting, decision_use, assessment_fingerprint, rubric_fingerprint, item_bank_fingerprint, model_fingerprint, development_dataset_ids, internal_validation_dataset_ids, external_validation_dataset_ids, sites, languages, preregistration_reference, preregistered_at, analysis_cutoff, data_license, purpose_classification, evidence, schema_version='1.0'"
python,ValidationEvidence,fast_mlsirm.external_validation,class,"evidence_id, evidence_class, status, available_time, artifact_sha256=None, limitation=None"
python,FacetsFit,fast_mlsirm.facets,class,"item_difficulty, rater_severity, thresholds, theta, loglik_trace, n_iter, converged, connected, n_parameters"
python,fit_facets,fast_mlsirm.facets,function,"responses, n_cat=None, q_theta=41, max_iter=500, tol=1e-06"
python,GlbFaResult,fast_mlsirm.factor,class,"glb, communalities, nf"
python,MinresFaResult,fast_mlsirm.factor,class,"loadings, uniquenesses, communalities, objective, kkt_violation, n_iter, converged"
python,OmegaResult,fast_mlsirm.factor,class,"omega_total, fa"
python,VelicerMapResult,fast_mlsirm.factor,class,"f2, f4, retained_f2, retained_f4"
python,glb_fa,fast_mlsirm.factor,function,corr
python,glb_fa_from_data,fast_mlsirm.factor,function,data
python,minres_fa,fast_mlsirm.factor,function,"corr, n_factors"
python,minres_fa_from_data,fast_mlsirm.factor,function,"data, n_factors"
python,omega_total_1f,fast_mlsirm.factor,function,corr
python,omega_total_1f_from_data,fast_mlsirm.factor,function,data
python,velicer_map,fast_mlsirm.factor,function,"corr, max_m=None"
python,velicer_map_from_data,fast_mlsirm.factor,function,"data, max_m=None"
python,FactorRetentionDecision,fast_mlsirm.factor_retention,class,*values
python,FactorRetentionEvidence,fast_mlsirm.factor_retention,class,"method, candidate_count"
python,FactorRetentionMethod,fast_mlsirm.factor_retention,class,*values
python,FactorRetentionResult,fast_mlsirm.factor_retention,class,"decision, retained_count, candidate_range, evidence"
python,govern_factor_retention,fast_mlsirm.factor_retention,function,evidence
python,fit,fast_mlsirm.fit,function,"responses, factor_id, config=None, mask=None, group_id=None, cluster_id=None, anchors=None, covariate=None"
python,DIFResult,fast_mlsirm.fitstats,class,"item_codes, lr_statistic, df, p_value, flagged_bh, b_by_group, a_by_group, effect_size"
python,ItemScreeningResult,fast_mlsirm.fitstats,class,"kept_items, removed_items, rounds, final_result"
python,ItemScreeningRound,fast_mlsirm.fitstats,class,"round_index, kept_items, removed_items, reasons, flags=<factory>"
python,M2Result,fast_mlsirm.fitstats,class,"m2, df, p_value, rmsea2, rmsea2_ci_lower, rmsea2_ci_upper, srmsr, null_m2, null_df, cfi, tli, n_moments, n_parameters, n_complete, estimator='mmle', inference_valid=True, inference_note='', n_groups=1, n_clusters=None"
python,PersonFitResult,fast_mlsirm.fitstats,class,"lz, lz_star, flagged"
python,SX2Result,fast_mlsirm.fitstats,class,"statistic, g2_statistic, df, p_value, g2_p_value, flagged_bh, n_score_groups, rms_residual=None"
python,adjusted_chi2_pairs,fast_mlsirm.fitstats,function,"responses, factor_id, params, model, mask=None, q_theta=21, q_xi=11, eps_distance=1e-08"
python,benjamini_hochberg,fast_mlsirm.fitstats,function,"p_values, q=0.05"
python,chi2_sf,fast_mlsirm.fitstats,function,"x, df"
python,dif_analysis,fast_mlsirm.fitstats,function,"responses, factor_id, group_id, config=None, item_codes=None, studied_items=None, mask=None, fdr_q=0.05"
python,dimensionality_residuals,fast_mlsirm.fitstats,function,"responses, factor_id, params, model, mask=None, eps_distance=1e-08, convergence_status=None"
python,empirical_reliability,fast_mlsirm.fitstats,function,"result, device='auto'"
python,infit_outfit,fast_mlsirm.fitstats,function,"responses, factor_id, params, model, mask=None, eps_distance=1e-08"
python,m2,fast_mlsirm.fitstats,function,"responses, factor_id, params, model, mask=None, q_theta=21, q_xi=11, eps_distance=1e-08, estimator='mmle', prior_mean=None, prior_sd=None, estimate_population=False, fixed_items=None, tau_fixed=False"
python,m2_cmle_rasch,fast_mlsirm.fitstats,function,"responses, item_easiness, mask=None"
python,m2_multigroup,fast_mlsirm.fitstats,function,"responses, factor_id, params, model, group_id, population_mean, population_sd, mask=None, q_theta=21, q_xi=11, eps_distance=1e-08"
python,m2_multilevel,fast_mlsirm.fitstats,function,"responses, factor_id, params, model, cluster_id, sigma_u, mask=None, q_theta=21, q_u=11, q_xi=11, eps_distance=1e-08"
python,n_dims_of,fast_mlsirm.fitstats,function,d_of_i
python,person_fit,fast_mlsirm.fitstats,function,"responses, factor_id, params, model, mask=None, eps_distance=1e-08, prior_mean=None, flag_threshold=-1.645"
python,person_fit_resampling,fast_mlsirm.fitstats,function,"responses, factor_id, params, model, mask=None, prior_mean=None, n_replicates=200, seed=1, eps_distance=1e-08"
python,residual_item_fit,fast_mlsirm.fitstats,function,"responses, factor_id, params, model, mask=None, n_bins=10, eps_distance=1e-08"
python,s_x2,fast_mlsirm.fitstats,function,"responses, factor_id, params, model, mask=None, q_theta=21, q_xi=11, eps_distance=1e-08, prior_mean=None, min_expected=1.0, fdr_q=0.05, person_weight=None, min_effect=0.0"
python,select_items,fast_mlsirm.fitstats,function,"responses, factor_id, item_codes=None, config=None, mask=None, group_id=None, cluster_id=None, min_positive=20, fdr_q=0.05, sx2_min_effect=0.02, msq_band=(0.7, 1.3), min_discrimination=0.35, isolation_z=3.0, min_items_per_dim=4, max_rounds=5, min_flags_to_remove=2, person_flag_threshold=-1.645"
python,tcc_drift,fast_mlsirm.fitstats,function,"params_old, params_new, factor_id, model, threshold=0.05, q_theta=21, q_xi=11, eps_distance=1e-08"
python,vuong_nonnested,fast_mlsirm.fitstats,function,"loglik_a, loglik_b, k_a, k_b, bic_correction=True"
python,GpcmFit,fast_mlsirm.gpcm,class,"model, slope, step, theta, n_cat, loglik_trace, n_iter, converged, termination_reason, final_loglik_change, n_parameters"
python,fit_gpcm,fast_mlsirm.gpcm,function,"responses, n_cat, model=1, q=21, max_iter=500, tol=1e-06, node_rule='gh', xi_points=4000, xi_seed=11400714819323198485"
python,GrmFit,fast_mlsirm.grm,class,"model, slope, threshold, theta, n_cat, loglik_trace, n_iter, converged, termination_reason, final_loglik_change, n_parameters"
python,fit_grm,fast_mlsirm.grm,function,"responses, n_cat, model=1, q=21, max_iter=500, tol=1e-06, node_rule='gh', xi_points=4000, xi_seed=11400714819323198485"
python,GTheoryDStudyRow,fast_mlsirm.gtheory,class,"n_i_prime, n_o_prime, rel_error_var, abs_error_var, generalizability, dependability"
python,GTheoryResult,fast_mlsirm.gtheory,class,"df, ss, ms, var_raw, var, d_study"
python,PhiLambdaResult,fast_mlsirm.gtheory,class,"grand_mean, var, var_xbar, signal, phi"
python,gtheory_pi,fast_mlsirm.gtheory,function,"data, n_i_prime=(5, 10, 15, 20)"
python,gtheory_pio,fast_mlsirm.gtheory,function,"data, n_prime=((5, 2), (10, 2), (15, 2), (20, 2))"
python,phi_lambda,fast_mlsirm.gtheory,function,"data, cut, n_i_prime=(5, 10, 15, 20)"
